үҫемлектәр	үҫемлек
хәйлә	хәйлә
рәүеше	рәүеш
һабантуй	һабантуй
тирлән	тирлә
ризаһыҙлық	ризаһыҙлық
эшқыуарлықтың	эшқыуарлық
йәрәхәтләнә	йәрәхәтлә
йәрәхәтләнә	йәрәхәтлә
яқты	яқ
яқты	яқты
яқты	яқты
упқын	упқын
қалдықтар	қалдық
әфәнде	әфәнде
приборҙар	прибор
никахы	никах
очерк	очерк
тейешлеге	тейешлек
юғалтыу	юғалт
юғалтыу	юғалтыу
идеялары	идея
синтез	синтез
итте	ит
итте	ит
ақсаһын	ақса
ақсаһын	ақса
ақсаһын	ақса
тарихында	тарих
үлтерәләр	үлтер
тыуым	тыуым
алпамыша	алпамыша
қатындар	қатын
законлы	законлы
тирәлә	тирә
тирәлә	тирәлә
асылыуы	ас
асылыуы	асы
асылыуы	асыл
асылыуы	асыл
көнкүрешен	көнкүреш
командующий	командующий
яңырақ	яңы
яңырақ	яңырақ
һиҙелерлек	һиҙ
һиҙелерлек	һиҙелерлек
комсомол	комсомол
эшкәртеүгә	эшкәрт
эшкәртеүгә	эшкәртеү
баҫтырып	баҫтыр
баҫтырып	баҫтыр
нәҫелгә	нәҫел
нөктәләр	нөктә
ябыу	яп
ябыу	ябыу
рене	ре
һақланған	һақла
һақланған	һақлан
һақланған	һақлан
һақланған	һақла
һақланған	һақлан
һақланған	һақлан
һақланған	һақла
һақланған	һақлан
һақланған	һақлан
этик	этик
ғәҙәте	ғәҙәт
биохимик	биохимик
конференция	конференция
һыҙатының	һыҙат
бүленеше	бүленеш
бөтөнләй	бөтөнлә
бөтөнләй	бөтөнләй
бөтөнләй	бөтөнлә
райондарының	район
муйыны	муйын
ауырырақ	ауыр
журналистика	журналистика
кәңәшмәһе	кәңәшмә
испандар	испан
чиновник	чиновник
үҙгәртеп	үҙгәрт
үҙгәртеп	үҙгәрт
янай	яна
янай	яна
янай	яна
янай	яна
төшә	төш
төшә	төш
төшә	төш
төшә	төш
башқорттары	башқорт
саңғы	саңғы
сағылдырыу	сағылдыр
қойма	қойма
қулын	қул
райондар	район
күренеште	күренеш
күренеште	күрен
күренеште	күрен
курсты	курс
диплом	диплом
шәкерте	шәкерт
қалалар	қал
қалалар	қал
қалалар	қалала
қалалар	қалала
қалалар	қала
статьяһына	статья
осор	осор
осор	осор
кәсептәре	кәсеп
циркы	цирк
аралығында	аралық
аралығында	аралығында
сәйәхәт	сәйәхәт
бәйләнеше	бәйләнеш
квант	квант
белдереп	белдер
белдереп	белдер
журнал	журнал
тамамланыуы	тамамла
тамамланыуы	тамамлан
тамамланыуы	тамамлан
шиғырҙар	шиғырҙар
шиғырҙар	шиғыр
һандарҙы	һан
ассистент	ассистент
тарқалғас	тарқал
тарқалғас	тарқал
қатламына	қатлам
ихатала	ихата
язаларға	яза
философтары	философ
сәғәттә	сәғәт
юлға	юл
баҫтырыу	баҫтыр
оҙағырақ	оҙақ
округтың	округ
тектоник	тектоник
даими	даими
романының	роман
мәғриб	мәғриб
кейәү	кейәү
зоология	зоология
әүҙемлек	әүҙемлек
ут	ут
ут	ут
магистр	магистр
эстән	эс
каналдар	канал
капитаны	капитан
ойошмаларына	ойошма
қасабаһынан	қасаба
йырлаған	йырла
йырлаған	йырла
йырлаған	йырла
драгун	драгун
кешеләренән	кеше
эштәрҙе	эш
һунарға	һунар
қулланып	қуллан
қулланып	қуллан
заводтарында	завод
энергияһы	энергия
көйгә	көй
аренала	арена
ағымына	ағым
хөрмәтенә	хөрмәт
романды	роман
суртан	суртан
урақ	урақ
пирамидаһы	пирамида
сараларҙың	сара
қуйған	қуй
қуйған	қуй
қуйған	қуй
парға	пар
музейҙы	музей
медицинаһында	медицина
эсемлектәр	эсемлек
ярымутрауының	ярымутрау
ғәскәрҙәре	ғәскәр
һөнәри	һөнәри
һөнәри	һөнәри
қазый	қазый
ярҙамға	ярҙам
һумлық	һумлық
сит	сит
сит	сит
аталары	ата
аталары	аталар
килограмм	килограмм
айырмалар	айырма
запастары	запас
тоташтыра	тоташтыр
тоташтыра	тоташтыр
бинаһында	бина
үткәргестәр	үткәргес
командаһында	команда
ғәмәлдән	ғәмәл
мәқәләләрен	мәқәлә
үҙгәртә	үҙгәрт
үҙгәртә	үҙгәрт
поэма	поэма
поляктар	поляк
цифрҙары	цифр
қойола	қойо
өйләнешә	өйлән
өйләнешә	өйләнеш
өйләнешә	өйлән
өйләнешә	өйләнеш
сыққансы	сық
сыққансы	сық
биләмәләрендә	биләмә
көмөш	көмөш
төрлөлөгө	төрлөлөк
аққан	ақ
аққан	ақ
аққан	ақ
аққан	ақ
аққан	ақ
аққан	ақ
кеҫә	кеҫә
телевидение	телевидение
өйләнә	өйлән
өйләнә	өйлән
өйләнә	өйлән
өйләнә	өйлән
ғинуарына	ғинуар
бо	бо
қатын-қыҙға	қатын-қыҙ
эра	эра
ләм	ләм
китаптар	китап
короллегенә	короллек
асып	ас
асып	ас
асып	асы
асып	асы
баҫалар	баҫ
баҫалар	баҫ
өйрәнгән	өйрән
өйрәнгән	өйрән
өйрәнгән	өйрән
яҙмаларын	яҙма
мақсаты	мақсат
йәйәүле	йәйәүле
еткереп	еткер
еткереп	еткер
суднолар	судно
характеристика	характеристика
пәйғәмбәр	пәйғәмбәр
ноябрь	ноябрь
әбей	әбей
матдәләрҙе	матдә
матдәләрҙе	матдәләр
сақтан	сақ
тоғролоқ	тоғролоқ
исемлеккә	исемлек
врангель	врангель
батшалар	батша
күренештә	күренеш
қат	қат
ярты	ярты
хыяллана	хыяллан
хыяллана	хыяллан
хыяллана	хыяллан
хыяллана	хыяллан
ихтилалға	ихтилал
кафе	кафе
борола	борол
борола	борол
борола	борол
борола	борол
дивизион	дивизион
районының	район
қыл	қыл
заводтарына	завод
ултырыуы	ултыр
ултырыуы	ултыр
фәлсәфәһенең	фәлсәфә
эш	эш
қомартқыларын	қомартқы
емерә	емер
емерә	емер
бүлмәһендә	бүлмә
белдергән	белдер
белдергән	белдер
белдергән	белдер
башланыуына	башла
башланыуына	башлан
башланыуына	башлан
бүлектәре	бүлек
ант	ант
советтарының	совет
сығып	сық
сығып	сық
сығып	сық
сығып	сық
моронона	морон
эләгә	эләг
эләгә	эләг
эләгә	эләг
эләгә	эләг
эләгә	эләг
эләгә	эләг
бөркөтө	бөркөт
қоролошо	қоролош
қоролошо	қоролошо
ижади	ижади
үҙгәрә	үҙгәр
үҙгәрә	үҙгәр
үҙгәрә	үҙгәр
үҙгәрә	үҙгәр
батшалығын	батшалық
митрополит	митрополит
франк	франк
яңылыш	яңылыш
яңылыш	яңылыш
тәнқитселәре	тәнқитсе
быуындар	быуын
бригадир	бригадир
стандарттар	стандарт
үҙәндәрендә	үҙән
даны	дан
малсылық	малсылық
һанайҙар	һана
гагауз	гагауз
конференциялар	конференция
күрһәтеүгә	күрһәт
муйыл	муйыл
музейының	музей
тенор	тенор
һумға	һум
қайтыуы	қайт
қайтыуы	қайт
балаларын	бала
гәзите	гәзит
көтөүлек	көтөүлек
сэр	сэр
армия	армия
артыуына	арт
артыуына	арт
станцияһына	станция
грант	грант
төркөмө	төркөм
сәбәптәр	сәбәп
әҙерләп	әҙерлә
әҙерләп	әҙерлә
элементтары	элемент
қанат	қанат
қанат	қанат
лама	лама
акциялары	акция
кислота	кислота
түбәләр	түбәлә
түбәләр	түбәлә
түбәләр	түбә
әйләнде	әйлән
әйләнде	әйлән
солғап	солға
солғап	солға
опералары	опера
рәткә	рәт
тынлық	тынлық
авиация	авиация
арыш	арыш
арыш	ары
бәшмәге	бәшмәк
губернатор	губернатор
бинаһына	бина
қәлғәнең	қәлғә
логик	логик
һөжүменән	һөжүм
тормаған	тор
тормаған	тор
тормаған	тор
тормаған	тор
тормаған	тор
тормаған	тор
күплек	күплек
күрһәткестәргә	күрһәткес
крепость	крепость
культурология	культурология
қанундары	қанун
йәннәт	йәннәт
қатнашты	қатнаш
қатнашты	қатнаш
қатнашты	қатнаш
көсөнә	көс
қуллана	қуллан
қуллана	қуллан
провинциялары	провинция
һүҙенә	һүҙ
победа	победа
сауҙаны	сауҙа
яныу	ян
яныу	ян
дивизия	дивизия
орнамент	орнамент
поэмалар	поэма
лидерҙары	лидер
материалдарҙы	материал
пәйғәмбәрҙең	пәйғәмбәр
тамамланмаған	тамамла
тамамланмаған	тамамлан
тамамланмаған	тамамлан
тамамланмаған	тамамла
тамамланмаған	тамамлан
тамамланмаған	тамамлан
тамамланмаған	тамамла
тамамланмаған	тамамлан
тамамланмаған	тамамлан
эшмәкәрлегенә	эшмәкәрлек
баҙарының	баҙар
иқтисадты	иқтисад
башқорттарының	башқорт
қуян	қуян
күренмәле	күренмәле
қатламдарға	қатлам
кесе	кесе
сигенгән	сиген
сигенгән	сиген
сигенгән	сиген
сигенгән	сиген
сигенгән	сиген
сигенгән	сиген
төбәктәргә	төбәк
сабып	сап
сабып	сап
сабып	сап
сабып	сап
кальций	кальций
гәүһәр	гәүһәр
үләндәр	үлән
эпик	эпик
заман	заман
қаҙаныштар	қаҙаныш
қөҙрәтле	қөҙрәтле
мәлгә	мәл
фундаменталь	фундаменталь
думбыра	думбыра
орел	орел
түбәнге	түбәнге
киҫәктән	киҫәк
яқташтары	яқташ
сараларының	сара
ир-ат	ир-ат
теорияһының	теория
фабрикаһында	фабрика
ота	от
ота	от
бирелмәгән	бирел
бирелмәгән	бирел
бирелмәгән	бирел
бирелмәгән	бирел
бирелмәгән	бирел
бирелмәгән	бирел
асфальт	асфальт
қатынының	қатын
акциялар	акция
ғәрәптәрҙең	ғәрәп
музыкала	музыка
қыҙҙы	қыҙ
қыҙҙы	қыҙ
қыҙҙы	қыҙ
агент	агент
кешегә	кеше
ярышта	ярыш
зарурлығы	зарурлық
баҫтырыуға	баҫтыр
сәскәләр	сәскә
эсемлек	эсемлек
батшалығында	батшалық
байрағы	байрақ
тоқомо	тоқом
хөкүмәтте	хөкүмәт
ғәҙәти	ғәҙәти
ышаныу	ышан
ышаныу	ышан
ышаныу	ышаныу
көндән	көн
һикереү	һикер
һикереү	һикер
һикереү	һикереү
сиктәш	сиктәш
сиктәш	сиктә
мәқәләһе	мәқәлә
йәшәр	йәшә
йәшәр	йәшә
йәшәр	йәшәр
йәшәр	йәшәр
бүлектәрендә	бүлек
ярымутрауын	ярымутрау
яққа	яқ
бойондороқло	бойондороқло
сюжеты	сюжет
бинаһы	бина
пьесаларын	пьеса
сығышына	сығыш
қылық	қылық
яуға	яу
велосипед	велосипед
ордендары	орден
сағылыш	сағылыш
көл	көл
көл	көл
көл	көл
гольф	гольф
терәк	терәк
ғәҙәттәре	ғәҙәт
номеры	номер
қылған	қыл
қылған	қыл
қылған	қылған
қылған	қыл
театрының	театр
күреү	күр
күреү	күреү
уныһы	уны
қәғбә	қәғбә
армияны	армия
фил	фил
уңышты	уңыш
уңышты	уң
қушыуы	қуш
тимер	тимер
айыралар	айыр
офицеры	офицер
идеялар	идея
короллегенең	короллек
муниципалитет	муниципалитет
өйрәнеүгә	өйрән
өйрәнеүгә	өйрәнеү
матбуғат	матбуғат
проспектында	проспект
этапта	этап
һаулығы	һаулық
килтерә	килтер
килтерә	килтер
гражданлығын	гражданлық
гражданлығын	гражданлығын
йәшкелт	йәшкелт
рәсми	рәсми
ялда	ял
ялда	ялда
филология	филология
тулылана	тулыла
тулылана	тулыла
қарашы	қараш
яуыз	яуыз
округтары	округ
сығанақтары	сығанақ
семит	семит
сәғәте	сәғәт
йылқысылық	йылқысылық
нурланышы	нурланыш
күҙәтеүсе	күҙәт
тауарҙы	тауар
қата	қата
тиҫтәләгән	тиҫтәлә
тиҫтәләгән	тиҫтәлә
тиҫтәләгән	тиҫтәлә
һатқан	һат
һатқан	һат
һатқан	һат
һаналған	һана
һаналған	һана
һаналған	һана
нығытылған	нығыт
нығытылған	нығыт
нығытылған	нығыт
шаһтың	шаһ
эшләүсе	эшлә
эшләүсе	эшләүсе
һәләтен	һәләт
фактор	фактор
эшләгән	эшлә
эшләгән	эшлә
эшләгән	эшлә
проектты	проект
эргәһендә	эргә
тармақтары	тармақ
хәбәрсе	хәбәрсе
қатынды	қатын
системаһын	система
түбәнәйә	түбәнәй
түбәнәйә	түбәнәй
түбәнәйә	түбәнәй
түбәнәйә	түбәнәй
йоғошло	йоғошло
үҙәне	үҙән
авт	авт
йөкләмә	йөкләмә
йөкләмә	йөклә
ракеткаһы	ракетка
бассейны	бассейн
дошмандар	дошман
христианлыққа	христианлық
қырқа	қырқ
қырқа	қырқа
қырқа	қырқ
яу	яу
яу	яу
яу	яу
үҙгәргән	үҙгәр
үҙгәргән	үҙгәр
үҙгәргән	үҙгәр
үҙгәргән	үҙгәр
үҙгәргән	үҙгәр
үҙгәргән	үҙгәр
тәхетте	тәхет
үҙгәреү	үҙгәр
үҙгәреү	үҙгәр
бронзанан	бронза
қыҙықһыныуы	қыҙықһыныу
қыҙықһыныуы	қыҙықһын
қыҙықһыныуы	қыҙықһын
хасил	хасил
интернаты	интернат
һалдаттарҙың	һалдат
хикәйәләре	хикәйә
мәртәбә	мәртәбә
шведтар	швед
ихтилалды	ихтилал
версия	версия
төҙөлөштө	төҙөлөш
йәмғиәтендә	йәмғиәт
ақсаны	ақса
ақсаны	ақса
ақсаны	ақса
штаттар	штат
нисбәте	нисбәт
телендә	тел
тамсы	тамсы
тәбиғәттән	тәбиғәт
реестры	реестр
саф	саф
саф	саф
музыкаға	музыка
сәйәсмәндәр	сәйәсмән
бүләкләнде	бүләклә
бүләкләнде	бүләклән
бүләкләнде	бүләклән
бүлектән	бүлек
оҫталарының	оҫта
парашют	парашют
проспект	проспект
кәбеҫтә	кәбеҫтә
телде	тел
телде	тел
факультетында	факультет
үҙгәрмәй	үҙгәр
үҙгәрмәй	үҙгәр
үҙгәрмәй	үҙгәр
үҙгәрмәй	үҙгәр
үҙгәрмәй	үҙгәр
үҙгәрмәй	үҙгәр
үҙгәрмәй	үҙгәр
үҙгәрмәй	үҙгәр
директор	директор
үҫемлектәре	үҫемлек
ере	ер
һүндереү	һүндереү
труппа	труппа
исемлеге	исемлек
таҫма	таҫма
һауа	һауа
кабель	кабель
ихтыяж	ихтыяж
уйынына	уйын
қараштары	қараш
яратмай	ярат
яратмай	ярат
яратмай	ярат
яратмай	ярат
үҫемлеге	үҫемлек
юань	юань
режим	режим
йәшәйҙәр	йәшә
йәшәйҙәр	йәшә
булмау	бул
булмау	бул
булмау	булмау
урынында	урын
балаһы	бала
қайтыр	қайт
қайтыр	қайт
гармония	гармония
штаттың	штат
уйнайҙар	уйна
йылғаларға	йылға
мәрәйҙәр	мәрәй
шәмәхә	шәмәхә
моделен	модел
бау	бау
донъяның	донъя
уникаль	уникаль
уникаль	уникаль
осоро	осор
қағылмай	қағ
қағылмай	қағ
қағылмай	қағ
қағылмай	қағ
реконструкциялау	реконструкцияла
тарихынан	тарих
үлеме	үлем
кишер	кишер
мәжлес	мәжлес
буяу	буя
буяу	буяу
урамдың	урам
һанына	һан
һан	һан
бүлексәһендә	бүлексә
республикаларында	республика
этимология	этимология
ата	ат
ата	ата
ата	ата
ата	ат
финанслау	финансла
финанслау	финанслау
училищеһы	училище
регионда	регион
хоқуғына	хоқуқ
қанундар	қанун
яһаусы	яһа
йәш	йәш
йәш	йәш
кәрәк-ярақ	кәрәк-ярақ
тотола	тот
тотола	тот
қытай	қытай
көйләүсе	көйлә
көйләүсе	көйләүсе
минут	минут
станицаһы	станица
ботаника	ботаника
ярлықау	ярлықа
қуш	қуш
қуш	қуш
шартлау	шартла
шартлау	шартла
шартлау	шартлау
августта	август
әмир	әмир
өйлә	өйлә
өйлә	өйлә
йәйә	йәй
йәйә	йәйә
йәйә	йәй
территориялары	территория
журналда	журнал
ашамлық	ашамлық
аулай	ау
аулай	аула
аулай	аула
аулай	аула
аулай	ау
аулай	аула
аулай	аула
аулай	аула
предметтарҙы	предмет
углерод	углерод
уңышһыҙлыққа	уңышһыҙлық
дуҫтарса	дуҫ
дуҫтарса	дуҫтарса
әйбер	әйбер
хеҙмәткә	хеҙмәт
хакимлығын	хакимлық
хакимлығын	хакимлығын
ауылдарына	ауыл
ботақтары	ботақ
яуланы	яула
өлкәһенә	өлкә
математика	математика
училищеһын	училище
башлап	башла
башлап	башла
тархан	тархан
репрессияға	репрессия
репрессияға	репрессияға
отрядтары	отряд
вақиғаларҙы	вақиға
тармаққа	тармақ
һүрәт	һүрәт
телгә	тел
ғәскәрҙәрҙе	ғәскәр
етәкселәр	етәксе
таба	тап
таба	тап
арта	арт
арта	арт
арта	арт
арта	арт
бүләктәре	бүләк
документаль	документаль
теләктәшлек	теләктәшлек
быуа	быуа
мадонна	мадонна
системаларҙың	система
ир-аттар	ир-ат
сере	сер
сере	сере
сере	сере
дарыу	дарыу
үтенесе	үтенес
үтенесе	үтенесе
декоратив	декоратив
бушатыла	бушат
бушатыла	бушат
қараһаң	қара
қараһаң	қара
қалған	қал
қалған	қал
қалған	қал
қалған	қал
қалған	қалған
қалған	қал
қалған	қал
кандидатлық	кандидатлық
полк	полк
шайбалар	шайба
татарҙарының	татар
уба	уба
того	ток
того	того
матдәләрҙең	матдә
матдәләрҙең	матдәләр
әҙерлеге	әҙерлек
материяның	материя
вертолет	вертолет
миҫал	миҫал
конференцияһында	конференция
өҙөп	өҙ
өҙөп	өҙ
әйләнгән	әйлән
әйләнгән	әйлән
әйләнгән	әйләнгән
әйләнгән	әйлән
әйләнгән	әйлән
әйләнгән	әйлән
әйләнгән	әйлән
тантанаһында	тантана
камил	камил
күленә	күл
аҫқа	аҫ
аҫқа	аҫқа
социал-демократик	социал-демократик
социал-демократик	социал-демократик
формула	формула
сақрымда	сақрым
булдыралар	булдыр
оператор	оператор
ветеринария	ветеринария
ауыр	ау
ауыр	ауыр
ауыр	ауыр
ауыр	ау
ауыр	ауыр
технолог	технолог
берҙәм	берҙәм
башлай	башла
башлай	башла
қуйҙы	қуй
қуйҙы	қуй
өлөшөн	өлөш
ғәскәрен	ғәскәр
көҙөнән	көҙ
образы	образ
территорияларҙы	территория
тимер-бетон	тимер-бетон
материализм	материализм
яндыра	яндыр
яндыра	яндыр
қыш	қыш
илһам	илһам
универсаль	универсаль
табабыҙ	тап
дошмандың	дошман
флаг	флаг
осраған	осра
осраған	осра
осраған	осра
осраған	осра
осраған	осра
осраған	осра
осраған	осра
осраған	осра
осраған	осра
буйҙарына	буй
табылды	тап
хақ	хақ
фекерҙә	фекер
фекерҙә	фекерҙә
предметтар	предмет
бүлек	бүлек
һөйәк	һөйәк
турҙа	тур
еткән	ет
еткән	ет
еткән	еткән
еткән	ет
еткән	ет
еткән	ет
еткән	ет
суртанды	суртан
хайуандарҙы	хайуан
төрлө-төрлө	төрлө-төрлө
тотоуға	тот
тап	тап
тап	тап
абруйын	абруй
ғәҙәттәрен	ғәҙәт
мэры	мэр
композиторҙары	композитор
шиғырын	шиғыр
программа	программа
киностудияһы	киностудия
хайуандары	хайуан
онотолған	онот
онотолған	онот
онотолған	онот
ишетеү	ишет
ишетеү	ишетеү
менеп	мен
менеп	мен
менеп	мен
менеп	мен
һүҙҙән	һүҙ
йемен	йемен
ақһымдарҙың	ақһым
күренеш	күренеш
күренеш	күрен
күренеш	күрен
хужалығына	хужалық
хәрәкәттәрҙә	хәрәкәт
һәйкәле	һәйкәл
формаһы	форма
алынып	ал
алынып	ал
алынып	алын
алынып	алын
алынып	алын
алынып	алын
китаптарын	китап
яҙма	яҙма
яҙма	яҙ
һақлаусы	һақла
кино	кино
мақсатына	мақсат
ауылдарын	ауыл
бүленеш	бүленеш
бүленеш	бүлен
бүленеш	бүлен
қаралтылары	қаралты
хәрби	хәрби
хәрби	хәрби
торһа	тор
торһа	тор
торһа	тор
торһа	тор
хайран	хайран
емеше	емеш
емеше	емеше
ғәмәлдәр	ғәмәл
иректән	ирек
уттары	ут
һөйләшәләр	һөйлә
һөйләшәләр	һөйлә
һөйләшәләр	һөйләш
һөйләшәләр	һөйләш
күргәҙмәһендә	күргәҙмә
тәүге	тәүге
биләмәләрен	биләмә
лак	лак
чемпионатты	чемпионат
өйҙөң	өй
өйҙөң	өй
шәжәрә	шәжәрә
романын	роман
боролош	борол
аҫқы	аҫқы
әсәй	әсәй
қурған	қурған
революцион	революцион
оператив	оператив
нескә	нескә
нескә	нескә
нескә	нескә
үҫемлектәргә	үҫемлек
теркәлеү	теркә
теркәлеү	теркәл
теркәлеү	теркәл
һаналмай	һана
һаналмай	һана
һаналмай	һана
һаналмай	һана
өйрәнәләр	өйрән
сақрымға	сақрым
партизан	партизан
өҫтәмә	өҫтәмә
өҫтәмә	өҫтә
артмай	арт
артмай	арт
артмай	арт
артмай	арт
артмай	арт
артмай	арт
артмай	арт
артмай	арт
электрондар	электрон
закондар	закон
умартасылық	умартасылық
залдары	зал
сана	сана
мауыға	мауық
мауыға	мауық
мауыға	мауық
мауыға	мауық
иретеп	ирет
иретеп	ирет
уйынын	уйын
яқлап	яқла
яқлап	яқла
үтәгән	үтә
үтәгән	үтә
үтәгән	үтә
планета	планета
қат-қат	қат-қат
яртыһы	ярты
яртыһы	яртыһы
студенты	студент
қағыҙҙар	қағыҙ
диндәр	дин
эҙләү	эҙлә
эҙләү	эҙләү
қылыстар	қылыс
эске	эске
эске	эске
әсирҙәр	әсир
вақытын	вақыт
кремль	кремль
үҙгәртелгән	үҙгәрт
үҙгәртелгән	үҙгәрт
үҙгәртелгән	үҙгәрт
академияһы	академия
ерен	ер
ерен	ер
тәрбиә	тәрбиә
училищеһының	училище
премиялары	премия
архитектура	архитектура
органдарында	орган
мәҙрәсәһен	мәҙрәсә
йортон	йорт
башлайҙар	башла
қыҙҙарын	қыҙ
армияһын	армия
милли	милли
йышырақ	йыш
нығытыу	нығыт
рәйес	рәйес
байлықтарын	байлық
исеменән	исем
берекмә	берекмә
берекмә	берекмә
берекмә	берекмә
эшмәкәр	эшмәкәр
академияның	академия
ғүмере	ғүмер
нота	нота
халықтарында	халық
илгә	ил
һумдан	һу
һумдан	һум
белдерә	белдер
белдерә	белдер
баҫмала	баҫма
кешеһенә	кеше
еңеүгә	еңеү
операцияһы	операция
колхозға	колхоз
зонаға	зона
телерадиокомпанияһы	телерадиокомпания
диалог	диалог
районына	район
лабораторияһы	лаборатория
йәһүдтәре	йәһүд
қурсақтары	қурсақ
төҙөлөшөнә	төҙөлөш
сағыштырма	сағыштыр
аталып	ата
аталып	ата
аталып	атал
аталып	атал
аталып	атал
аталып	атал
лексик	лексик
командаға	команда
арқа	арқа
диалектик	диалектик
талпан	талпан
хәрәкәттең	хәрәкәт
шиғырҙарын	шиғыр
шиғырҙарын	шиғырҙар
һауыттар	һауыт
төпләнгән	төплә
төпләнгән	төплән
төпләнгән	төплән
төпләнгән	төплә
төпләнгән	төплән
төпләнгән	төплән
төпләнгән	төплә
төпләнгән	төплән
төпләнгән	төплән
яҙмаһын	яҙ
яҙмаһын	яҙма
штабы	штаб
жизни	жизни
нөктәнән	нөктә
пионер	пионер
улына	ул
магазин	магазин
шәхси	шәхси
торошон	торош
байлық	байлық
тарата	тарат
тарата	тарат
швед	швед
сәләмәтлек	сәләмәтлек
рәми	рәми
йорттарҙы	йорт
қышқы	қышқы
конституцияла	конституция
кадет	кадет
вафат	вафат
сиктәрендә	сик
ышанған	ышан
ышанған	ышан
ышанған	ышан
ышанған	ышан
ышанған	ышан
ышанған	ышан
әлбиттә	әлбиттә
тимерсе	тимерсе
советтарҙың	совет
контрреволюцион	контрреволюцион
контрреволюцион	контрреволюцион
контракты	контракт
балл	балл
фаза	фаза
болт	болт
ля	ля
төбәк	төбәк
би	би
йырында	йыр
бүрәт	бүрәт
титан	титан
тәртибендә	тәртип
ятқылықтары	ятқылық
сақырылышы	сақырылыш
сезонда	сезон
шыйықлық	шыйықлық
хеҙмәттәре	хеҙмәт
талаптарына	талап
кислоталар	кислота
урманда	урман
маршал	маршал
қырын	қыр
қырын	қырын
сираты	сират
ақыл	ақыл
ғәмәлдәрҙең	ғәмәл
күпселеген	күпселек
қатламдары	қатлам
слесарь	слесарь
вақиға	вақиға
тәржемәсе	тәржемәсе
кеҫәртке	кеҫәртке
һабағы	һабақ
мәҙәниәттәре	мәҙәниәт
институтында	институт
рәсем	рәсем
раундта	раунд
һөйөклө	һөйөклө
тартыу	тарт
һал	һал
һал	һал
халық	халық
команданы	команда
һөргөнгә	һөргөн
халықтары	халық
коллектив	коллектив
коллектив	коллектив
администрацияһы	администрация
яланғас	яла
яланғас	ялан
яланғас	яланғас
мәғлүмәттәргә	мәғлүмәт
шундуқ	шундуқ
поль	поль
қәберлеге	қәберлек
сорттары	сорт
миләш	миләш
системаға	система
нәсихәт	нәсихәт
нәтижәһендә	нәтижә
өҫ	өҫ
проблемалары	проблема
қапланған	қапла
қапланған	қаплан
қапланған	қаплан
қапланған	қапла
қапланған	қаплан
қапланған	қаплан
қапланған	қапла
қапланған	қаплан
қапланған	қаплан
провинциялар	провинция
мәғәнәһен	мәғәнә
кельт	кельт
хәбәрсеһе	хәбәрсе
берлектә	берлек
музыканы	музыка
яқ	яқ
қушма	қушма
қушма	қуш
словак	словак
фәлсәфәнең	фәлсәфә
мода	мода
қарабойҙай	қарабойҙай
асықлана	асықла
асықлана	асықлан
асықлана	асықлан
асықлана	асықла
асықлана	асықлан
асықлана	асықлан
телефон	телефон
түш	түш
уяна	уян
уяна	уян
уяна	уян
уяна	уян
һындар	һын
ағымын	ағым
камиллаштырыу	камиллаштыр
массаһының	масса
ақрынлап	ақрынлап
инеше	инеш
ята	ят
ята	ят
ята	ята
ята	ят
ята	ят
қағылышлы	қағылышлы
актив	актив
актив	актив
йәнә	йәнә
резолюция	резолюция
терәлеп	терәл
терәлеп	терәл
терәлеп	терәл
терәлеп	терәл
семинарҙар	семинар
баҫтырыла	баҫтырыл
баҫтырыла	баҫтырыл
баҫтырыла	баҫтырыл
баҫтырыла	баҫтырыл
фәнни	фәнни
функциялары	функция
тоқомдарының	тоқом
тәхеттән	тәхет
вакуум	вакуум
тәқдим	тәқдим
йоқоға	йоқо
моторҙар	мотор
картаһын	карта
юрист	юрист
бирелде	бирел
бирелде	бирел
клубы	клуб
йырҙары	йыр
ядро	ядро
үлтереп	үлтер
үлтереп	үлтер
труппаһы	труппа
минералогия	минералогия
айы	ай
мөхәррир	мөхәррир
яртыһына	ярты
врач	врач
күҙлегенән	күҙлек
талант	талант
тоноқ	тоноқ
қорбанға	қорбан
пальма	пальма
биттәрендә	бит
оқшамаған	оқша
оқшамаған	оқша
оқшамаған	оқша
оқшамаған	оқша
оқшамаған	оқша
оқшамаған	оқша
факультетын	факультет
революцияның	революция
кәйеф	кәйеф
болот	болот
мәсеттәр	мәсет
киңерәк	киң
технологик	технологик
күҙәнәктәре	күҙәнәк
археологик	археологик
ихтилалын	ихтилал
районды	район
қаҙаныштарын	қаҙаныш
зирәк	зирәк
зирәк	зирәк
янаған	яна
янаған	яна
янаған	яна
янаған	яна
янаған	яна
янаған	яна
бинала	бина
тиҙләтә	тиҙләт
тиҙләтә	тиҙләт
иптәш	иптәш
иптәш	иптә
термины	термин
бите	бит
ризалығын	ризалық
майҙаны	майҙан
майҙаны	майҙа
қасабала	қасаба
уйынды	уйын
бақыр	бақыр
төҫөнә	төҫ
формалаштырыу	формалаштыр
формалаштырыу	формалаштырыу
бәйләгән	бәйлә
бәйләгән	бәйлә
бәйләгән	бәйлә
судьялар	судья
йыртқыстар	йыртқыс
йомортқа	йомортқа
рәтенә	рәт
отчет	отчет
булыуын	бул
булыуын	бул
белемгә	белем
ижад	ижад
колеялы	колеялы
стратегик	стратегик
конституцион	конституцион
һөтө	һөт
хөкүмәттең	хөкүмәт
таянып	таян
таянып	таян
таянып	таян
таянып	таян
зоопарк	зоопарк
